job_fair_id,job_fair_url,title,organization,location,date_time,event_url,description,contact_person,mobile,email,contact_role,s_no,employer_name,job_type,job_location,vacancies,salary,job_id,job_title,min_age,max_age,education,specialization,experience
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,1,BRIGHT INDIA,Trainee,Dindigul,36,"~15,000",25250408003222409271327358372504772,Trainee,32,HSC,Any,None,Communication Analyst
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,2,CROSSFIELDS WATER PURIFIERS PVT LTD,Diploma - Diploma In Engineering - MECHANICAL ENGINEERING,Coimbatore,5,"15,000 - 25,000",25250408003222103111634416722504961,,30,Diploma,Diploma In Engineering,MECHANICAL ENGINEERING,
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,3,V V PRINTERS,General Housekeeper,Tiruppur,2,"~15,000",25250408003222503141559048132504140,General Housekeeper,40,Below SSLC,Any,None,General Housekeeper
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,4,V V PRINTERS,Trainee,Tiruppur,10,"~15,000",25250408003222503141559048132504569,Trainee,40,Below SSLC,Any,None,Trainer
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,5,V V PRINTERS,Machine Operator,Tiruppur,10,"15,000 - 25,000",25250408003222503141559048132504344,Machine Operator,40,Below SSLC,Any,None,Printing Machine operator
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,6,V V PRINTERS,PACKING HELPER,Tiruppur,10,"~15,000",25250408003222503141559048132504772,PACKING HELPER,40,Below SSLC,Any,None,Packing Checker
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,7,V V PRINTERS,DRIVER,Tiruppur,2,"15,000 - 25,000",25250408003222503141559048132504377,DRIVER,40,SSLC,Any,None,Commercial Vehicle Driver
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,8,S K ENTERPRISES,Below SSLC - Any,Chengalpattu,600,"15,000 - 25,000",25250408003222401041223301992504553,,35,Below SSLC,Any,None,
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,9,SSG Insurance Brokers,Under Graduate - Any,Tiruppur,8,"~15,000",25250408003222308211131060122504797,,25,Under Graduate,Any,None,
252504080032,https://www.tnprivatejobs.tn.gov.in/candidate/Home/ca_jobfairlist_single/252504080032,TIRUPPUR MICRO JOB FAIR - 25.04.2025,"COLLECTORATE BUILDING, 4TH FLOOR, ,DISTRICT EMPLOYMENT OFFICE, ROOM NO.439,TIRUPPUR DISTRICT","Tiruppur - PALLADAM ROAD, TIRUPPUR",25/04/2025 10:00 AM to 01:30 PM,https://www.tnprivatejobs.tn.gov.in/ViewData/jobfair_view/252504080032,"சிறிய அளவிலான தனியார் துறை வேலைவாய்ப்பு முகாம் 25.04.2025 காலை 10.00 மணிக்கு திருப்பூர் மாவட்ட வேலைவாய்ப்பு மற்றும் தொழில்நெறி வழிகாட்டும் மையம் அலுவலகத்தில் (அறை எண்.439-ல்) நடத்தப்படுகிறது. இம்முகாமில் 10ம் வகுப்பு,12ம் வகுப்பு, பட்டப்படிப்பு, ஐடிஐ, மற்றும் டிப்ளமா என படித்த இளைஞர்கள் அனைவரும் கலந்து கொள்ளலாம். முகாமில் கலந்து கொள்ள விரும்பும் வேலையளிக்கும் நிறுவனங்கள் மற்றும் வேலைநாடுநர்கள் https://www.tnprivatejobs.tn.gov.in என்ற தனியார்வேலை இணையத்தில் 23.04.2025 மாலை 6.00 மணிக்குள் முன்பதிவு செய்ய கேட்டுக்கொள்ளப்படுகிறது,மேலும் முகாமில் கலந்து கொள்ளும் வேலையளிக்கும் நிறுவனங்கள் தங்கள் நிறுவனத்திற்கு தகுதியான வேலைநாடுநர்களை தேர்வு செய்து பணிநியமன ஆணை முகாம் நாளன்று வழங்கப்படவேண்டும். இவ்வேலைவாய்ப்பு முகாம் முற்றிலும் இலவசமாக நடத்தப்படுகிறது. வேலையளிக்கும் நிறுவனத்தினரால் தேர்வு செய்யப்படும் நபர்களிடமிருந்து பயிற்சி கட்டணம்,முன்வைப்புத்தொகை,தேர்வு கட்டணம் அல்லது பிறவகையான கட்டணங்கள் ஏதும் கண்டிப்பாக வசூலிக்கப்பட கூடாது என அரசால் ஆணைகள் பிறப்பிக்கப்பட்டுள்ளது.இம்முகாமில் திருப்பூர் மாவட்டத்தைச் சார்ந்த வேலையளிக்கும் நிறுவனங்கள் மட்டும் முகாமில் கலந்து கொள்ளுமாறு கனிவுடன் தெரிவித்துக்கொள்ளப்படுகிறது.",,,,,10,Ramani Cars Private Limited,Technician,Tiruppur,50,"~15,000",25250408003222211161554354082504747,Technician,40,Diploma,Diploma Others,OTHERS,"Automotive Sales Lead (Retail ), Automotive Service Technician (Two and Three Wheelers), Automotive Service Technician Level 3"
